event,date,fight_url,fighter_a,fighter_b,winner,method,round,time,weight_class
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013",http://www.ufcstats.com/fight-details/ed9d7d85a5ae06b1,KJ Noons,George Sotiropoulos,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013",http://www.ufcstats.com/fight-details/2443d8aa86f0070d,Adlan Amagov,TJ Waldburger,Draw/NC,"KO/TKO

      

        Punch",1,3:00,Welterweight
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013",http://www.ufcstats.com/fight-details/58b7b23b46f4ccd6,Tony Ferguson,Mike Rio,Draw/NC,"SUB

      

        D'Arce Choke",1,1:52,Lightweight
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013",http://www.ufcstats.com/fight-details/f11ca082c924464c,Andre Fili,Jeremy Larsen,Draw/NC,"KO/TKO

      

        Punch",2,0:53,Featherweight
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013",http://www.ufcstats.com/fight-details/e1ccf09c055bac01,Kyoji Horiguchi,Dustin Pague,Draw/NC,"KO/TKO

      

        Punches",2,3:51,Bantamweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/a41ba2624191bf23,Jake Shields,Demian Maia,Draw/NC,S-DEC,5,5:00,Welterweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/3fc3179cd800128e,Dong Hyun Kim,Erick Silva,Draw/NC,"KO/TKO

      

        Punch",2,3:01,Welterweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/adede42d4c20494c,Thiago Silva,Matt Hamill,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/fecf9c7a4e965690,Fabio Maldonado,Joey Beltran,Draw/NC,S-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/e0ca5ac323768da0,Rousimar Palhares,Mike Pierce,Draw/NC,"SUB

      

        Heel Hook",1,0:31,Welterweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/9ad2dde9c35d3cc4,Raphael Assuncao,TJ Dillashaw,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/676590832dc86748,Igor Araujo,Ildemar Alcantara,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/3e610c7a2ab31acd,Yan Cabral,David Mitchell,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/3a8baa48c9b30d47,Chris Cariaso,Iliarde Santos,Draw/NC,"KO/TKO

      

        Punches",2,4:31,Flyweight
UFC Fight Night: Maia vs Shields,"October 09, 2013",http://www.ufcstats.com/fight-details/79e7b986601fdd2a,Alan Patrick,Garett Whiteley,Draw/NC,"KO/TKO

      

        Punch",1,3:54,Lightweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/0aa5be9d0e75dd42,Jon Jones,Alexander Gustafsson,Draw/NC,U-DEC,5,5:00,Light Heavyweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/1019f330bdecfc65,Renan Barao,Eddie Wineland,Draw/NC,"KO/TKO

      

        Spinning Back Kick",2,0:35,Bantamweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/c0a5eeb0be0049bb,Brendan Schaub,Matt Mitrione,Draw/NC,"SUB

      

        D'Arce Choke",1,4:06,Heavyweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/d9834a03626a3c06,Francis Carmont,Constantinos Philippou,Draw/NC,U-DEC,3,5:00,Middleweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/ca2b48fd007126e0,Khabib Nurmagomedov,Pat Healy,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/b3bb90f5a2aa0d7c,Myles Jury,Mike Ricci,Draw/NC,S-DEC,3,5:00,Lightweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/e37368ff2a7a71f6,Wilson Reis,Ivan Menjivar,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/a95be3943ea0f691,Stephen Thompson,Chris Clements,Draw/NC,"KO/TKO

      

        Punch",2,1:27,Welterweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/0d857bd8245f9d31,Mitch Gagnon,Dustin Kimura,Draw/NC,"SUB

      

        Guillotine Choke",1,4:05,Bantamweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/d3f9262901219944,John Makdessi,Renee Forte,Draw/NC,"KO/TKO

      

        Punch",1,2:01,Lightweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/5b2cc17158d77f07,Michel Prazeres,Jesse Ronson,Draw/NC,S-DEC,3,5:00,Lightweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/a605d4153c7dbd84,Alex Caceres,Roland Delorme,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC 165: Jones vs Gustafsson,"September 21, 2013",http://www.ufcstats.com/fight-details/c3b1653fb5e101e0,Daniel Omielanczuk,Nandor Guelmino,Draw/NC,"KO/TKO

      

        Punch",3,3:18,Heavyweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/8456a02bd3621837,Glover Teixeira,Ryan Bader,Draw/NC,"KO/TKO

      

        Punch",1,2:55,Light Heavyweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/9166d2f99369c06b,Jacare Souza,Yushin Okami,Draw/NC,"KO/TKO

      

        Punch",1,2:47,Middleweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/bbcb7b5ca439bebb,Joseph Benavidez,Jussier Formiga,Draw/NC,"KO/TKO

      

        Knee",1,3:07,Flyweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/5aeac72404dd7c6d,Piotr Hallmann,Francisco Trinaldo,Draw/NC,"SUB

      

        Kimura",2,3:50,Lightweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/d67dadf630c36f18,Rafael Natal,Tor Troeng,Draw/NC,U-DEC,3,5:00,Middleweight
UFC Fight Night: Teixeira vs Bader,"September 04, 2013",http://www.ufcstats.com/fight-details/46aa72d0ccd2be0a,Ali Bagautinov,Marcos Vinicius,Draw/NC,"KO/TKO

      

        Punch",3,3:28,Flyweight
